loannumber,dateapproved,sbaofficecode,processingmethod,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,term,sbaguarantypercentage,initialapprovalamount,currentapprovalamount,undisbursedamount,franchisename,servicinglenderlocationid,servicinglendername,servicinglenderaddress,servicinglendercity,servicinglenderstate,servicinglenderzip,ruralurbanindicator,hubzoneindicator,lmiindicator,businessagedescription,projectcity,projectcountyname,projectstate,projectzip,cd,jobsreported,naicscode,race,ethnicity,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,businesstype,originatinglenderlocationid,originatinglender,originatinglendercity,originatinglenderstate,gender,veteran,nonprofit,forgivenessamount,forgivenessdate
4598228304,01/23/2021,0593,PPS,DIVINE DOGS INC.,2768 Festival Ln,Dublin,OH,43017-2360,08/12/2021,Paid in Full,60,100,59300,59300,0,Dogtopia,433171,Paragon Bank,"5400 Poplar Ave, Ste 150",Memphis,TN,38119,U,N,N,Existing or more than 2 years old,Dublin,FRANKLIN,OH,43017-2360,OH-03,36,812910,Unanswered,Not Hispanic or Latino,1,59297,,,,,,Corporation,433171,Paragon Bank,Memphis,TN,Male Owned,Non-Veteran,,59565.2,07/08/2021
4702917108,04/13/2020,0549,PPP,"NILES MARKET, INC.","821 KENTWOOD DR, SUITE D",YOUNGSTOWN,OH,44512-5004,04/16/2021,Paid in Full,24,100,59300,59300,0,,53390,The Farmers National Bank of Canfield,20 S Broad St,Canfield,OH,44406-1401,U,N,N,Existing or more than 2 years old,YOUNGSTOWN,MAHONING,OH,44512-5004,OH-06,17,445110,American Indian or Alaska Native,Unknown/NotStated,,59300,,,,,,Subchapter S Corporation,53390,The Farmers National Bank of Canfield,Canfield,OH,Male Owned,Non-Veteran,,59851.82,03/19/2021
4829437103,04/13/2020,0549,PPP,KJC CONSULTING GROUP LLC,2133 HOMEWORTH RD,ALLIANCE,OH,44601-9018,11/17/2021,Paid in Full,24,100,59300,59300,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,R,N,N,Existing or more than 2 years old,ALLIANCE,COLUMBIANA,OH,44601-9018,OH-06,5,541618,White,Not Hispanic or Latino,,59300,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Female Owned,Non-Veteran,,42005.04,02/23/2021
5432097409,05/12/2020,0549,PPP,DUTCH HOST INN INC,1021 DOVER RD NE,SUGARCREEK,OH,44681-7664,06/05/2021,Paid in Full,24,100,59300,59300,0,,57845,"The Commercial and Savings Bank of Millersburg, Ohio",91 N Clay St,MILLERSBURG,OH,44654-1117,R,N,N,Existing or more than 2 years old,SUGARCREEK,TUSCARAWAS,OH,44681-7664,OH-12,10,721110,Unanswered,Unknown/NotStated,7412.5,44475,7412.5,,,,,Corporation,57845,"The Commercial and Savings Bank of Millersburg, Ohio",MILLERSBURG,OH,Unanswered,Unanswered,,59888.06,05/06/2021
5507368300,01/25/2021,0549,PPS,THE RUSSELL FLOORING CO.,9420 Mercantile Dr # 85,Mentor,OH,44060-4526,11/19/2021,Paid in Full,60,100,59300,59300,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Existing or more than 2 years old,Mentor,LAKE,OH,44060-4526,OH-14,7,238330,Unanswered,Unknown/NotStated,1,59298,,,,,,Corporation,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,59727.28,10/25/2021
5508307005,04/05/2020,0549,PPP,THE OAKS 2 LLC,1738 BOARDMAN POLAND RD,YOUNGSTOWN,OH,44514-1942,08/17/2021,Paid in Full,24,100,59300,59300,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,YOUNGSTOWN,MAHONING,OH,44514-1942,OH-06,22,722511,Unanswered,Hispanic or Latino,,59300,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Unanswered,,59956.36,06/02/2021
5665107204,04/27/2020,0593,PPP,"CAPITOL PARTNERS II, LLC",88 E BROAD ST Suite #1560,COLUMBUS,OH,43215-3178,03/18/2021,Paid in Full,24,100,59300,59300,0,,81934,First Federal Savings & Loan Association of Lakewood,14806 Detroit Ave,LAKEWOOD,OH,44107-3910,U,Y,N,Existing or more than 2 years old,COLUMBUS,FRANKLIN,OH,43215-3178,OH-15,4,523910,Unanswered,Unknown/NotStated,2965,47440,,2965,,5930,,Limited  Liability Company(LLC),81934,First Federal Savings & Loan Association of Lakewood,LAKEWOOD,OH,Unanswered,Unanswered,,59736.51,02/02/2021
6462027002,04/07/2020,0593,PPP,"WINCHESTER VETERINARY CLINIC, INC.",229 CEMETERY RD,CANAL WINCHESTER,OH,43110,02/24/2021,Paid in Full,24,100,59300,59300,0,,19133,United Community Bank,200 E Camperdown Way,Greenville,SC,29601,U,N,N,Existing or more than 2 years old,CANAL WINCHESTER,FRANKLIN,OH,43110-0001,OH-15,16,541940,White,Not Hispanic or Latino,,59300,,,,,,Corporation,19133,United Community Bank,Greenville,SC,Female Owned,Non-Veteran,,59719.16,01/07/2021
6528857106,04/14/2020,0593,PPP,WS UNIFORMS AND ACCESSORIES LLC,2200 ALLENTOWN RD,LIMA,OH,45805,04/20/2021,Paid in Full,24,100,59300,59300,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,LIMA,ALLEN,OH,45805-1000,OH-04,13,315280,White,Unknown/NotStated,,59300,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Female Owned,Non-Veteran,,59842.64,03/24/2021
6641907001,04/07/2020,0549,PPP,RICHARD L WEITZEL JR MD,"405 Niles Cortland Rd SE, Warren OH 44484",WARREN,OH,44484,08/17/2021,Paid in Full,24,100,59300,59300,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,WARREN,TRUMBULL,OH,44484-0001,OH-14,8,621111,Unanswered,Unknown/NotStated,,59300,,,,,,Sole Proprietorship,57328,The Huntington National Bank,COLUMBUS,OH,Unanswered,Unanswered,,59940.12,06/01/2021
6754787706,05/01/2020,0593,PPP,ENTERPRISE MACHINE INC.,3640 LLEWELLYN AVE,CINCINNATI,OH,45223,06/10/2021,Paid in Full,24,100,59300,59300,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,Y,Unanswered,CINCINNATI,HAMILTON,OH,45223-0022,OH-01,7,331523,White,Not Hispanic or Latino,,59300,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Male Owned,Veteran,,59883.12,05/03/2021
6867467700,05/01/2020,0549,PPP,BO DEC INC,3751 COUNTY ROAD 21,ARCHBOLD,OH,43502,06/10/2021,Paid in Full,24,100,59300,59300,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Unanswered,ARCHBOLD,FULTON,OH,43502-0001,OH-09,11,238160,Unanswered,Unknown/NotStated,,59300,,,,,,Subchapter S Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,59917.71,05/18/2021
6930977105,04/14/2020,0593,PPP,POINT VENTURES LLC,7498 IDA WAY,CANAL WINCHESTER,OH,43110-1335,04/16/2021,Paid in Full,24,100,59300,59300,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,U,N,N,Existing or more than 2 years old,CANAL WINCHESTER,FRANKLIN,OH,43110-1335,OH-15,17,722511,Unanswered,Unknown/NotStated,9900,49400,,,,,,Limited  Liability Company(LLC),57912,The Park National Bank,NEWARK,OH,Unanswered,Unanswered,,59792.27,03/08/2021
7124738709,04/05/2021,0549,PPS,BUCKEYE MOTOR CARRIER LLC,6131 Bramblewood Pl,Mentor,OH,44060-3338,02/04/2022,Paid in Full,60,100,59300,59300,0,,58771,Legacy Bank,101 W Main St,HINTON,OK,73047,U,N,N,Existing or more than 2 years old,Mentor,LAKE,OH,44060-3338,OH-14,6,484121,Unanswered,Unknown/NotStated,,59300,,,,,,Limited  Liability Company(LLC),58771,Legacy Bank,HINTON,OK,Unanswered,Unanswered,,59777.69,01/21/2022
7790337201,04/28/2020,0593,PPP,"EAST DAVID AUTOMOTIVE, INC.",1700 East David Road,DAYTON,OH,45440-1613,12/17/2020,Paid in Full,24,100,59300,59300,0,,102836,Day Air CU Inc,3501 Wilmington Pike,KETTERING,OH,45429-4840,U,N,N,Existing or more than 2 years old,DAYTON,MONTGOMERY,OH,45440-1613,OH-10,7,811111,Unanswered,Unknown/NotStated,,59300,,,,,,Subchapter S Corporation,102836,Day Air CU Inc,KETTERING,OH,Unanswered,Unanswered,,59627.8,11/23/2020
7809127710,05/01/2020,0549,PPP,LAFURIA DENTAL LLP,8501 E MARKET ST,WARREN,OH,44484,09/15/2021,Paid in Full,24,100,59300,59300,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Unanswered,WARREN,TRUMBULL,OH,44484-0001,OH-14,5,621210,Unanswered,Unknown/NotStated,,59300,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,60075.84,08/24/2021
8209617106,04/15/2020,0549,PPP,INSURANCE CENTER OF AKRON INC,1099 S Cleveland Mssillon Rd,Copley,OH,44321,04/21/2021,Paid in Full,24,100,59300,59300,0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,Copley,SUMMIT,OH,44321-0001,OH-13,5,524210,Unanswered,Unknown/NotStated,,59300,,,,,,Subchapter S Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Unanswered,Unanswered,,59815.02,03/11/2021
8764217005,04/08/2020,0593,PPP,PROFESSIONAL VETERINARY SERVICES,1129 S Hamilton Road,COLUMBUS,OH,43227-1311,11/17/2021,Paid in Full,24,100,59300,59300,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,Y,Existing or more than 2 years old,COLUMBUS,FRANKLIN,OH,43227-1311,OH-03,12,541940,White,Not Hispanic or Latino,,59300,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,59793.9,02/23/2021
8779617010,04/08/2020,0593,PPP,NATIVE STAR CONTRACTING AND CONSULTING LLC,2160 Hardy Parkway St,GROVE CITY,OH,43123-1240,04/21/2021,Paid in Full,24,100,59300,59300,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,GROVE CITY,FRANKLIN,OH,43123-1240,OH-15,5,238910,American Indian or Alaska Native,Not Hispanic or Latino,,59300,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58723,03/24/2021
9342197104,04/15/2020,0549,PPP,RAMJIT UTOPIA BUILDERS INC,26000 FORBES RD,BEDFORD HEIGHTS,OH,44146-5602,05/12/2022,Paid in Full,24,100,59300,59300,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,BEDFORD HEIGHTS,CUYAHOGA,OH,44146-5602,OH-11,11,236118,Unanswered,Unknown/NotStated,,59300,,,,,,Subchapter S Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Male Owned,Unanswered,,,
9351807001,04/09/2020,0593,PPP,NATIONAL CONCRETE CUTTING & CORING LLC,2136 Hardy Parkway St,GROVE CITY,OH,43123-1240,04/21/2021,Paid in Full,24,100,59300,59300,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,GROVE CITY,FRANKLIN,OH,43123-1240,OH-15,3,238910,White,Not Hispanic or Latino,,59300,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,59831.26,03/25/2021
9395657202,04/28/2020,0593,PPP,"THE FARM, INC.",239 ANDERSON FERRY RD,CINCINNATI,OH,45238-5638,07/07/2021,Paid in Full,24,100,59300,59300,0,,27196,Central Bank & Trust Co.,300 W Vine St,LEXINGTON,KY,40507-1621,U,N,N,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45238-5638,OH-01,10,713990,Unanswered,Unknown/NotStated,5930,47440,,5930,,,,Corporation,27196,Central Bank & Trust Co.,LEXINGTON,KY,Unanswered,Unanswered,,59947.36,06/03/2021
9712237003,04/09/2020,0593,PPP,CAMELOT ENTERPRISES INC,6712 LOOP RD,CENTERVILLE,OH,45459-2161,11/17/2021,Paid in Full,24,100,59300,59300,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,CENTERVILLE,MONTGOMERY,OH,45459-2161,OH-10,4,541511,Unanswered,Not Hispanic or Latino,,59300,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,59789.02,02/19/2021
9893407004,04/09/2020,0593,PPP,ACTION INDUSTRIAL SERVICES LLC,1985 Oakland Park Ave,COLUMBUS,OH,43224-3636,06/24/2021,Paid in Full,24,100,59300,59300,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,Y,Y,Unanswered,COLUMBUS,FRANKLIN,OH,43224-3636,OH-03,5,493190,Unanswered,Unknown/NotStated,,59300,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,59936.87,05/14/2021
9969658405,02/18/2021,0549,PPP,BUCKEYE MOTOR CARRIER LLC,6131 Bramblewood Pl,Mentor,OH,44060-3338,09/16/2021,Paid in Full,60,100,59300,59300,0,,58771,Legacy Bank,101 W Main St,HINTON,OK,73047,U,N,N,Existing or more than 2 years old,Mentor,LAKE,OH,44060-3338,OH-14,6,484121,Unanswered,Unknown/NotStated,,59300,,,,,,Limited  Liability Company(LLC),58771,Legacy Bank,HINTON,OK,Unanswered,Unanswered,,59586.62,08/12/2021
1160507801,05/01/2020,0593,PPP,MARK HEFLIN'S ENTERPRISES INC,2270 SEYMOUR AVE,CINCINNATI,OH,45212,09/24/2021,Paid in Full,24,100,59297,59297,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,N,N,New Business or 2 years or less,CINCINNATI,HAMILTON,OH,45212-0001,OH-01,4,,Unanswered,Unknown/NotStated,,59297,,,,,,Limited  Liability Company(LLC),58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,60026.68,08/02/2021
5362057303,04/30/2020,0549,PPP,DIAMOND COMPANY,691 RICHMOND RD,RICHMOND HTS,OH,44143,04/23/2021,Paid in Full,24,100,59287,59287,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,RICHMOND HTS,CUYAHOGA,OH,44143-0001,OH-11,9,448110,Unanswered,Unknown/NotStated,,49287,,,10000,,,Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,59833.76,03/30/2021
1579757805,05/21/2020,0593,PPP,KILL BRAKE & WHEEL CO,10422 US 224 WEST,FINDLAY,OH,45840,08/18/2021,Paid in Full,24,100,59285,59285,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,R,N,N,New Business or 2 years or less,FINDLAY,HANCOCK,OH,45840-0101,OH-05,9,811111,Unanswered,Unknown/NotStated,,59285,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,59947.02,07/09/2021
5663388504,03/01/2021,0549,PPS,MUIRFIELD METALS INC,895 Hidden Ridge Dr 895 Hidden Ridge Dr,Sagamore Hills,OH,44067-1032,03/12/2022,Paid in Full,60,100,59282,59282,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,N,Existing or more than 2 years old,Sagamore Hills,SUMMIT,OH,44067-1032,OH-13,8,423510,Unanswered,Unknown/NotStated,1,59278,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,59851.77,02/14/2022
8224108100,07/25/2020,0549,PPP,INNOVATIVEDGE MARKETING LLC,23312 PAM CT,Euclid,OH,44123-1519,03/19/2022,Paid in Full,60,100,59282,59282,0,,593324,Fed � Kabbage,925B Peachtree Street NE,Atlanta,GA,30309,U,N,Y,Existing or more than 2 years old,Euclid,CUYAHOGA,OH,44123-1519,OH-11,5,541613,Unanswered,Unknown/NotStated,,59282,,,,,,Limited  Liability Company(LLC),529113,"Kabbage, Inc.",Atlanta,GA,Unanswered,Unanswered,,60072.97,11/29/2021
1899337709,05/01/2020,0549,PPP,"DARKSIDE SCIENTIFIC, INC.",650 W SMITH RD UNIT C18,MEDINA,OH,44256,03/20/2021,Paid in Full,24,100,59280,59280,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,N,Existing or more than 2 years old,MEDINA,MEDINA,OH,44256-1101,OH-07,6,444120,Unanswered,Unknown/NotStated,,57080,,2200,,,,Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,59618.24,02/12/2021
6786477102,04/14/2020,0593,PPP,"LITTLE'S SEPTIC SERVICE, INC.",239 CLAY ST,WHEELERSBURG,OH,45694-8407,03/17/2021,Paid in Full,24,100,59280,59280,0,,57732,Peoples Bank,138 Putnam St,MARIETTA,OH,45750-2923,R,Y,N,Existing or more than 2 years old,WHEELERSBURG,SCIOTO,OH,45694-8407,OH-02,6,562991,White,Not Hispanic or Latino,,49280,,10000,,,,Corporation,57732,Peoples Bank,MARIETTA,OH,Male Owned,Veteran,,59762.47,02/17/2021
7142778300,01/27/2021,0549,PPS,NEELKANTH 1792 LLC,34600 Maplegrove Rd,Willoughby,OH,44094-9650,03/19/2022,Paid in Full,60,100,59268.02,59268.02,0,,59954,CNB Bank,31 S Second St,CLEARFIELD,PA,16830,U,N,N,Existing or more than 2 years old,Willoughby,LAKE,OH,44094-9650,OH-14,15,721110,Asian,Not Hispanic or Latino,1,59265.02,,,,,,Limited  Liability Company(LLC),59954,CNB Bank,CLEARFIELD,PA,Male Owned,Non-Veteran,,59888.3,02/22/2022
7650117105,04/14/2020,0593,PPP,"PRIDE SEALS, INC",430 MILL ST,CINCINNATI,OH,45215,04/20/2021,Paid in Full,24,100,59267.5,59267.5,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,Y,Y,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45215-0001,OH-08,5,423840,Unanswered,Unknown/NotStated,,59267.5,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,59784.44,03/05/2021
5992047305,04/30/2020,0549,PPP,MOSHER MEDIA INC,3094 W MARKET ST STE 242,FAIRLAWN,OH,44333,11/17/2021,Paid in Full,24,100,59267,59267,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,FAIRLAWN,SUMMIT,OH,44333-1000,OH-13,8,481219,White,Not Hispanic or Latino,,59267,,,,,,Subchapter S Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,59824.44,05/24/2021
5185058406,02/08/2021,0593,PPS,PURACERA 2 LLC,8060 Montgomery Rd Ste 300,Cincinnati,OH,45236-1237,02/15/2022,Paid in Full,24,100,59262.58,59262.58,0,European Wax Center,110352,First Bank of the Lake,"4558 Osage Beach Pkwy, Ste 100",OSAGE BEACH,MO,65065-2372,U,N,N,Existing or more than 2 years old,Cincinnati,HAMILTON,OH,45236-1237,OH-01,7,812199,White,Hispanic or Latino,1,59260.58,,,,,,Limited  Liability Company(LLC),110352,First Bank of the Lake,OSAGE BEACH,MO,Female Owned,Non-Veteran,,59795.94,01/12/2022
1535877107,04/10/2020,0549,PPP,ROB MARTIN & ASSOCIATES LLC,4613 MAHONING AVE,WARREN,OH,44483,04/20/2021,Paid in Full,24,100,59262,59262,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,WARREN,TRUMBULL,OH,44483-1100,OH-14,7,524210,White,Not Hispanic or Latino,,59262,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,59792.92,03/25/2021
3725439009,05/20/2021,0549,PPP,ROC SOLID CONSTRUTION INC,4776 Donald Avenue,Richmond Heights,OH,44143,12/23/2021,Paid in Full,60,100,59261.32,59261.32,0,,89607,Quaint Oak Bank,501 Knowles Ave,SOUTHAMPTON,PA,18966-3874,U,N,N,Existing or more than 2 years old,Richmond Heights,CUYAHOGA,OH,44143,OH-11,5,238390,Unanswered,Unknown/NotStated,,59261.32,,,,,,Corporation,89607,Quaint Oak Bank,SOUTHAMPTON,PA,Unanswered,Unanswered,,59590.55,12/14/2021
5778037105,04/14/2020,0593,PPP,RICARDO MARIO BUENAVENTURA MD LLC,7244 FAR AVE,CENTERVILLE,OH,45459,03/20/2021,Paid in Full,24,100,59261,59261,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,CENTERVILLE,MONTGOMERY,OH,45459-0001,OH-10,4,621111,Unanswered,Unknown/NotStated,,59261,,,,,,Limited  Liability Company(LLC),53803,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,59607.26,02/16/2021
5376668306,01/25/2021,0549,PPS,THUNDERFALLS LLC,20500 Lakeland Blvd,Euclid,OH,44119-3240,09/29/2021,Paid in Full,60,100,59260,59260,0,,60275,First National Bank of Pennsylvania,166 Main St,GREENVILLE,PA,16125-2146,U,Y,Y,Existing or more than 2 years old,Euclid,CUYAHOGA,OH,44119-3240,OH-11,6,811192,White,Not Hispanic or Latino,1,59258,,,,,,Limited  Liability Company(LLC),60275,First National Bank of Pennsylvania,GREENVILLE,PA,Male Owned,Non-Veteran,,59589.22,08/20/2021
9163438508,03/12/2021,0549,PPS,LAKE PARK ENTERPRISES LLC,9346 Kinsman Rd,Novelty,OH,44072-9633,03/09/2022,Paid in Full,60,100,59258.74,59258.74,0,,57805,The Middlefield Banking Company,15985 E High St,MIDDLEFIELD,OH,44062,R,N,N,Existing or more than 2 years old,Novelty,GEAUGA,OH,44072-9633,OH-14,69,722310,Unanswered,Unknown/NotStated,1,59256.74,,,,,,Corporation,57805,The Middlefield Banking Company,MIDDLEFIELD,OH,Male Owned,Unanswered,,59804.25,02/16/2022
2737097101,04/11/2020,0549,PPP,THE LAKEWAY INC.,729 LAKE AVE,ASHTABULA,OH,44004-3263,09/24/2021,Paid in Full,24,100,59255.75,59255.75,0,,53238,The Andover Bank,600 E Main St,ANDOVER,OH,44003,R,Y,Y,Existing or more than 2 years old,ASHTABULA,ASHTABULA,OH,44004-3263,OH-14,21,722511,Unanswered,Unknown/NotStated,,59255.75,,,,,,Sole Proprietorship,53238,The Andover Bank,ANDOVER,OH,Unanswered,Unanswered,,60049.61,08/19/2021
8316457308,05/01/2020,0593,PPP,GRACE COMMUNITY BAPTIST CHURCH,525 Glenn Avenue,Washington Court House,OH,43160,02/18/2022,Paid in Full,24,100,59255,59255,0,,188567,Loan Source Incorporated,353 East 83rd Street Suite 3H,NEW YORK,NY,10028,R,Y,Y,Existing or more than 2 years old,Washington Court House,FAYETTE,OH,43160-0001,OH-15,8,813110,Unanswered,Unknown/NotStated,,59255,,,,,,Non-Profit Organization,58648,First State Bank,WINCHESTER,OH,Unanswered,Unanswered,Y,59763.13,03/11/2021
1274307809,05/01/2020,0593,PPP,"P.S. PLASTICS, INC",2020 BRITAINS LN,COLUMBUS,OH,43224,04/20/2021,Paid in Full,24,100,40030,59250,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,Y,Y,Existing or more than 2 years old,COLUMBUS,FRANKLIN,OH,43224-0001,OH-03,6,326199,Unanswered,Unknown/NotStated,,59250,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,59758.56,03/17/2021
1576388007,06/22/2020,0593,PPP,"YOOPER PIZZA, INC.",10001 SPRINGFIELD PIKE,CINCINNATI,OH,45215-1426,02/11/2022,Paid in Full,60,100,59250,59250,0,Jet's Pizza,57732,Peoples Bank,138 Putnam St,MARIETTA,OH,45750-2923,U,N,N,Unanswered,CINCINNATI,HAMILTON,OH,45215-1426,OH-08,26,722511,Unanswered,Unknown/NotStated,4500,50250,,4500,,,,Subchapter S Corporation,57732,Peoples Bank,MARIETTA,OH,Unanswered,Unanswered,,60143.69,01/04/2022
1172147808,05/01/2020,0593,PPP,"CINCINNATI ELECTRICAL REPAIR COMPANY, LLC",2023 ELM ST,CINCINNATI,OH,45202,07/20/2021,Paid in Full,24,100,59245,59245,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,Y,Y,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45202-0001,OH-01,8,811412,Unanswered,Unknown/NotStated,,59245,,,,,,Limited  Liability Company(LLC),58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,59913.15,06/22/2021
2553497708,05/01/2020,0549,PPP,"EUROCAR-TRANSPORT, LLC",5555 MILL CREEK BLVD,BOARDMAN,OH,44512,09/30/2021,Paid in Full,24,100,59240,59240,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,BOARDMAN,MAHONING,OH,44512-1001,OH-06,9,488210,Unanswered,Unknown/NotStated,,57440,,1800,,,,Limited  Liability Company(LLC),194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,59989.88,08/10/2021
