loannumber,dateapproved,sbaofficecode,processingmethod,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,term,sbaguarantypercentage,initialapprovalamount,currentapprovalamount,undisbursedamount,franchisename,servicinglenderlocationid,servicinglendername,servicinglenderaddress,servicinglendercity,servicinglenderstate,servicinglenderzip,ruralurbanindicator,hubzoneindicator,lmiindicator,businessagedescription,projectcity,projectcountyname,projectstate,projectzip,cd,jobsreported,naicscode,race,ethnicity,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,businesstype,originatinglenderlocationid,originatinglender,originatinglendercity,originatinglenderstate,gender,veteran,nonprofit,forgivenessamount,forgivenessdate
8899607208,04/28/2020,0549,PPP,TRI STATE AIR COMPRESSORS LLC,10635 RAPP RD,NEW MIDDLETOWN,OH,44442,04/20/2021,Paid in Full,24,100,57807,57807,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,NEW MIDDLETOWN,MAHONING,OH,44442-0001,OH-06,5,423830,White,Not Hispanic or Latino,,57807,,,,,,Subchapter S Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58318.55,03/24/2021
1625017808,05/21/2020,0593,PPP,"CHRISTIAN ASSEMBLY, INC.",4099 Karl Rd,COLUMBUS,OH,43224-2137,04/20/2021,Paid in Full,24,100,57805.5,57805.5,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Unanswered,COLUMBUS,FRANKLIN,OH,43224-2137,OH-03,14,813110,Unanswered,Unknown/NotStated,,57805.5,,,,,,Non-Profit Organization,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,Y,58245.77,03/02/2021
2100737106,04/10/2020,0593,PPP,R & G BROTHERS LLC,729 STATE ROUTE 28,MILFORD,OH,45150,04/20/2021,Paid in Full,24,100,57805,57805,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,Y,Y,Existing or more than 2 years old,MILFORD,CLERMONT,OH,45150-0001,OH-02,5,811111,Unanswered,Unknown/NotStated,,57805,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Unanswered,Unanswered,,58316.53,03/17/2021
7179587201,04/28/2020,0593,PPP,ROBIN'S GREENHOUSE LTD,1068 US ROUTE 68,XENIA,OH,45385-9758,01/15/2021,Paid in Full,24,100,57802.65,57802.65,0,,57641,The Merchants National Bank,100 N High St,HILLSBORO,OH,45133-1152,U,N,N,Existing or more than 2 years old,XENIA,GREENE,OH,45385-9758,OH-10,10,424930,Unanswered,Unknown/NotStated,,57802.65,,,,,,Partnership,57641,The Merchants National Bank,HILLSBORO,OH,Unanswered,Unanswered,,58163.92,12/14/2020
1342597110,04/10/2020,0549,PPP,T C MARKETING INC,1330 N SCOTT ST STE C,NAPOLEON,OH,43545,11/17/2021,Paid in Full,24,100,57800,57800,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,R,Y,N,Existing or more than 2 years old,NAPOLEON,HENRY,OH,43545-0001,OH-05,3,424480,White,Not Hispanic or Latino,57800,,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58276.65,02/17/2021
1534367900,06/10/2020,0549,PPP,TECHNIQUES CONSTRUCTION LLC,1024 N MAIN ST,NILES,OH,44446-1811,06/12/2021,Paid in Full,60,100,57800,57800,0,,53390,The Farmers National Bank of Canfield,20 S Broad St,Canfield,OH,44406-1401,U,Y,N,Existing or more than 2 years old,NILES,TRUMBULL,OH,44446-1811,OH-14,14,236220,Unanswered,Unknown/NotStated,,57800,,,,,,Limited  Liability Company(LLC),53390,The Farmers National Bank of Canfield,Canfield,OH,Unanswered,Unanswered,,58318.59,05/06/2021
1775097206,04/15/2020,0549,PPP,LAKE ERIE FLORALS LLC,6000 S. Broadway Ave,lorain,OH,44053,05/13/2021,Paid in Full,24,100,57800,57800,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,Y,Existing or more than 2 years old,lorain,LORAIN,OH,44053-1000,OH-05,8,453110,Unanswered,Not Hispanic or Latino,,57800,,,,,,Limited  Liability Company(LLC),44449,"PNC Bank, National Association",WILMINGTON,DE,Male Owned,Veteran,,58378,04/23/2021
1891068408,02/02/2021,0549,PPS,COLUMBIANA SANITATION INDUSTRIES LLC,216 N Pleasant Dr,East Palestine,OH,44413-2469,04/20/2022,Paid in Full,60,100,57800,57800,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,R,N,N,Existing or more than 2 years old,East Palestine,COLUMBIANA,OH,44413-2469,OH-06,7,443141,White,Not Hispanic or Latino,1,57796,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Female Owned,Non-Veteran,,58431.84,03/10/2022
1944707103,04/10/2020,0593,PPP,"OHIO VALLEY INK, LLC",95 GLENDALE MILFORD RD,CINCINNATI,OH,45215-1142,03/10/2021,Paid in Full,24,100,57800,57800,0,,116820,"Heritage Bank, Inc.",1818 Florence,Burlington,KY,41005,U,N,N,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45215-1142,OH-08,5,325910,Unanswered,Unknown/NotStated,,57800,,,,,,Limited  Liability Company(LLC),116820,"Heritage Bank, Inc.",Burlington,KY,Unanswered,Unanswered,,58204.11,02/12/2021
2050377106,04/10/2020,0549,PPP,"KELLY WARREN AND ASSOCIATES, INC",755 BOARDMAN CANFIELD ROAD  H1,YOUNGSTOWN,OH,44512-7320,08/21/2021,Paid in Full,24,100,57800,57800,0,,60275,First National Bank of Pennsylvania,166 Main St,GREENVILLE,PA,16125-2146,U,N,N,Existing or more than 2 years old,YOUNGSTOWN,MAHONING,OH,44512-7320,OH-06,8,531110,White,Not Hispanic or Latino,,57800,,,,,,Subchapter S Corporation,60275,First National Bank of Pennsylvania,GREENVILLE,PA,Female Owned,Non-Veteran,,58503.23,07/09/2021
2131417205,04/15/2020,0593,PPP,UNIVERSAL HEATING COOLING LLC,6750 Brandt Pike,Dayton,OH,45424,08/19/2021,Paid in Full,24,100,57800,57800,0,,121536,Customers Bank,40 General Warren Blvd,Malvern,PA,19355,U,N,N,Existing or more than 2 years old,Dayton,MONTGOMERY,OH,45424-0001,OH-10,5,236118,Unanswered,Unknown/NotStated,,57800,,,,,,Sole Proprietorship,499141,"Readycap Lending, LLC",BERKELEY HEIGHTS,NJ,Male Owned,Non-Veteran,,58488.85,07/22/2021
2482587201,04/16/2020,0593,PPP,HOWARDS KITCHEN STUDIO INC,4120 PLAINVILLE RD,CINCINNATI,OH,45227-3245,,Exemption 4,60,100,57800,57800,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,CINCINNATI,HAMILTON,OH,45227-3245,OH-01,6,236118,Unanswered,Unknown/NotStated,,57800,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,40948.39,08/05/2021
2624877201,04/16/2020,0549,PPP,FREEBURG AND FREEBURG LLC,6690 Beta Drive Suite 214,Mayfield Village,OH,44143,07/22/2021,Paid in Full,24,100,57800,57800,0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,Mayfield Village,CUYAHOGA,OH,44143-0001,OH-11,5,922130,Unanswered,Unknown/NotStated,,57800,,,,,,Limited  Liability Company(LLC),434162,"Citizens Bank, National Association",PROVIDENCE,RI,Male Owned,Non-Veteran,,58427.09,06/01/2021
2921648401,02/04/2021,0549,PPS,FREEBURG AND FREEBURG LLC,6690 Beta Dr,Mayfield Village,OH,44143-2361,12/16/2021,Paid in Full,60,100,57800,57800,0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,Mayfield Village,CUYAHOGA,OH,44143-2361,OH-11,5,922130,Unanswered,Unknown/NotStated,1,57798,,,,,,Limited  Liability Company(LLC),434162,"Citizens Bank, National Association",PROVIDENCE,RI,Unanswered,Unanswered,,58243.4,11/17/2021
4168568301,01/23/2021,0549,PPS,CASANDRA L TESSARO DMD INC,8224 Mentor Ave Ste 114,Mentor,OH,44060-5743,09/29/2021,Paid in Full,60,100,57800,57800,0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,Mentor,LAKE,OH,44060-5743,OH-14,5,621210,Unanswered,Unknown/NotStated,1,57798,,,,,,Subchapter S Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Unanswered,Unanswered,,58108.79,08/18/2021
4466308607,03/18/2021,0593,PPS,PETER WILLS,4484 Marie Dr,Middletown,OH,45044-6248,11/06/2021,Paid in Full,60,100,57800,57800,0,,57811,First Financial Bank,255 E Fifth St Ste 700,CINCINNATI,OH,45202-4700,U,Y,Y,Existing or more than 2 years old,Middletown,BUTLER,OH,45044-6248,OH-08,7,621210,Unanswered,Unknown/NotStated,1,57793,,,,,,Sole Proprietorship,57811,First Financial Bank,CINCINNATI,OH,Unanswered,Unanswered,,58130.96,10/19/2021
6219818010,06/30/2020,0593,PPP,"NEWARK SPORT AND EVENT COMMISSION, INC.",936 Sharon Valley Road,NEWARK,OH,43055-2806,02/19/2022,Paid in Full,60,100,57800,57800,0,,57467,Heartland Bank,430 N Hamilton Rd,WHITEHALL,OH,43213-3067,R,N,N,Existing or more than 2 years old,NEWARK,LICKING,OH,43055-2806,OH-12,32,711211,Unanswered,Unknown/NotStated,2890,54910,,,,,,Corporation,57467,Heartland Bank,WHITEHALL,OH,Unanswered,Unanswered,,58674.13,01/04/2022
6658267910,06/16/2020,0593,PPP,ADOPTION CIRCLE,400 S  5TH ST,COLUMBUS,OH,43215-5400,08/18/2021,Paid in Full,60,100,57800,57800,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,Y,N,Existing or more than 2 years old,COLUMBUS,FRANKLIN,OH,43215-5400,OH-15,5,624410,Unanswered,Unknown/NotStated,,57800,,,,,,Professional Association,58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,58432.59,07/28/2021
6658407000,04/07/2020,0593,PPP,DAYTON INTERNAL MEDICINE CLINIC INC,1 ELIZABETH PL Suite 260,DAYTON,OH,45417-3445,02/10/2021,Paid in Full,24,100,57800,57800,0,,57811,First Financial Bank,255 E Fifth St Ste 700,CINCINNATI,OH,45202-4700,U,Y,Y,Existing or more than 2 years old,DAYTON,MONTGOMERY,OH,45417-3445,OH-10,5,339112,Unanswered,Unknown/NotStated,,57800,,,,,,Corporation,57811,First Financial Bank,CINCINNATI,OH,Unanswered,Unanswered,,58244.98,01/28/2021
6781087006,04/07/2020,0549,PPP,HERMAN ROSSI AND SONS INC,1625 HUNTER AVE,NILES,OH,44446-1661,08/17/2021,Paid in Full,24,100,61300,57800,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,Y,Existing or more than 2 years old,NILES,TRUMBULL,OH,44446-1661,OH-14,6,327310,White,Not Hispanic or Latino,,57800,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58365.33,04/15/2021
6919717706,05/01/2020,0549,PPP,TURNER AND ASSOCIATES INC,20426 Abigail Lane,Strongsville,OH,44149,04/10/2021,Paid in Full,24,100,57800,57800,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Unanswered,Strongsville,CUYAHOGA,OH,44149-0060,OH-07,2,541611,Unanswered,Unknown/NotStated,,57800,,,,,,Subchapter S Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,38232.68,03/18/2021
8062637008,04/08/2020,0593,PPP,JCH OF OHIO INC,1545 S Washington S,MILLERSBURG,OH,44654,11/17/2021,Paid in Full,24,100,57800,57800,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,R,N,N,Existing or more than 2 years old,MILLERSBURG,HOLMES,OH,44654-0001,OH-12,17,722511,White,Not Hispanic or Latino,,57800,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58355.83,04/19/2021
8133117003,04/08/2020,0549,PPP,HD GRAIN FARMS LLC,7585 Finzel Rd,WHITEHOUSE,OH,43571-9752,02/11/2021,Paid in Full,24,100,57800,57800,0,,53250,The Farmers & Merchants State Bank,307 N Defiance St,ARCHBOLD,OH,43502-1162,U,N,N,Existing or more than 2 years old,WHITEHOUSE,LUCAS,OH,43571-9752,OH-09,3,111110,Unanswered,Unknown/NotStated,,57800,,,,,,Limited  Liability Company(LLC),53250,The Farmers & Merchants State Bank,ARCHBOLD,OH,Unanswered,Unanswered,,58238.65,01/20/2021
8220247103,04/15/2020,0549,PPP,NORTHKOAST1 INC,535 E Highland Road,Macedonia,OH,44056,10/22/2021,Paid in Full,24,100,57800,57800,0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,Macedonia,SUMMIT,OH,44056-0001,OH-13,10,561730,Unanswered,Unknown/NotStated,,57800,,,,,,Subchapter S Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Unanswered,Unanswered,,58564.86,09/02/2021
8220387110,04/15/2020,0549,PPP,CASANDRA L TESSARO DMD INC,8224 Mentor Ave 114,Mentor,OH,44060,02/20/2021,Paid in Full,24,100,57800,57800,0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,Mentor,LAKE,OH,44060-0900,OH-14,5,621210,Unanswered,Unknown/NotStated,,57800,,,,,,Subchapter S Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Unanswered,Unanswered,,58243.4,01/26/2021
8748807310,05/01/2020,0549,PPP,MILANO ELECTRIC INC.,551 TOWPATH TRAIL UNIT 4,NORTH ROYALTON,OH,44147,06/05/2021,Paid in Full,24,100,57800,57800,0,,88967,"Dollar Bank, A Federal Savings Bank","20 Stanwix Street, 18th Floor",PITTSBURGH,PA,15222,U,N,N,Existing or more than 2 years old,NORTH ROYALTON,CUYAHOGA,OH,44147-0001,OH-07,6,238210,Unanswered,Unknown/NotStated,,57800,,,,,,Corporation,88967,"Dollar Bank, A Federal Savings Bank",PITTSBURGH,PA,Unanswered,Unanswered,,58323.41,04/05/2021
9318927109,04/15/2020,0549,PPP,MICHAEL BRADY & CO LLC,28871 CENTER RIDGE RD,WESTLAKE,OH,44145-5271,04/10/2021,Paid in Full,24,100,57800,57800,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,WESTLAKE,CUYAHOGA,OH,44145-5271,OH-07,3,541611,Unanswered,Unknown/NotStated,,57800,,,,,,Limited  Liability Company(LLC),44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,58299.33,03/08/2021
9741048403,02/17/2021,0549,PPS,NORTHKOAST1 INC,535 Highland Rd E,Macedonia,OH,44056-2107,10/22/2021,Paid in Full,60,100,57800,57800,0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,Macedonia,SUMMIT,OH,44056-2107,OH-13,12,561730,Unanswered,Unknown/NotStated,,57800,,,,,,Subchapter S Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Unanswered,Unanswered,,58100.88,09/01/2021
9887277006,04/09/2020,0593,PPP,MERCHANT PAYMENT SERVICES INC.,1701 Delco Park Dr,Kettering,OH,45420-1398,03/10/2021,Paid in Full,24,100,57800,57800,0,,188901,The Bancorp Bank National Association,345 N Reid Place,Sioux Falls,SD,57103,U,N,N,Existing or more than 2 years old,Kettering,MONTGOMERY,OH,45420-1398,OH-10,5,561439,Unanswered,Not Hispanic or Latino,,57800,,,,,,Corporation,188901,The Bancorp Bank National Association,Sioux Falls,SD,Male Owned,Non-Veteran,,58291.3,02/17/2021
5012548010,06/26/2020,0549,PPP,THE ELYRIA PATTERN COMPANY,6785 W River Rd South,ELYRIA,OH,44035-7052,11/17/2021,Paid in Full,60,100,57797,57797,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,Y,Y,Existing or more than 2 years old,ELYRIA,LORAIN,OH,44035-7052,OH-05,7,332999,White,Not Hispanic or Latino,,57797,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58127.95,03/02/2021
5097318608,03/20/2021,0549,PPS,MURRAY HILL MARKET LLC,2072 Murray Hill Rd,Cleveland,OH,44106-2359,02/05/2022,Paid in Full,60,100,57795.5,57795.5,0,,57805,The Middlefield Banking Company,15985 E High St,MIDDLEFIELD,OH,44062,U,Y,Y,Existing or more than 2 years old,Cleveland,CUYAHOGA,OH,44106-2359,OH-11,13,722513,White,Not Hispanic or Latino,1,57792.5,,,,,,Limited  Liability Company(LLC),57805,The Middlefield Banking Company,MIDDLEFIELD,OH,Female Owned,Non-Veteran,,58256.28,01/18/2022
6065268508,03/02/2021,0549,PPS,CONCORD ORTHODONTICS LLC,7555 Fredle Dr Site 120,Concord,OH,44077,01/20/2022,Paid in Full,60,100,57795,57795,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,Concord,LAKE,OH,44077,OH-14,6,621210,White,Not Hispanic or Latino,1,57793,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58268.44,12/28/2021
5802138707,04/03/2021,0549,PPP,LEPR HOLDINGS LLC,6909 Engle Rd Ste 40,Cleveland,OH,44130-3484,11/16/2021,Paid in Full,60,100,57789.05,57789.05,0,,60009,First Commonwealth Bank,600 Philadelphia St,INDIANA,PA,15701-3904,U,N,N,Existing or more than 2 years old,Cleveland,CUYAHOGA,OH,44130-3484,OH-07,14,532310,Unanswered,Unknown/NotStated,,57789.05,,,,,,Limited  Liability Company(LLC),60009,First Commonwealth Bank,INDIANA,PA,Male Owned,Non-Veteran,,58078.79,10/08/2021
4113908310,01/22/2021,0593,PPS,2195 N. HIGH ST. INC,2195 N High St,Columbus,OH,43201-1118,07/19/2022,Paid in Full,60,100,57788.5,57788.5,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,Y,Y,Existing or more than 2 years old,Columbus,FRANKLIN,OH,43201-1118,OH-03,13,722511,White,Not Hispanic or Latino,1,57783.5,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Female Owned,Non-Veteran,,58608.78,06/29/2022
4183497404,05/08/2020,0593,PPP,"RANGE HEALTH CARE SERVICES, LLC",4875 UNION RD,FRANKLIN,OH,45005,11/20/2021,Paid in Full,24,100,57783,57783,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,N,N,Existing or more than 2 years old,FRANKLIN,WARREN,OH,45005-0001,OH-01,2,623110,Unanswered,Unknown/NotStated,,41665,,,16118,,,Limited  Liability Company(LLC),58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,58604.8,10/18/2021
7302987101,04/14/2020,0549,PPP,"EASTSIDE CAFE, INC.",2146 E Market St,AKRON,OH,44312,02/12/2022,Paid in Full,24,100,57781,57781,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Unanswered,AKRON,SUMMIT,OH,44312-0001,OH-13,24,722511,Unanswered,Unknown/NotStated,,57781,,,,,,Subchapter S Corporation,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,58377.81,05/20/2021
1923527708,05/01/2020,0549,PPP,CLEVELAND 203K LLC,55 ALPHA PARK,HIGHLAND HEIGHTS,OH,44143,02/18/2021,Paid in Full,24,100,57772,57772,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,New Business or 2 years or less,HIGHLAND HEIGHTS,CUYAHOGA,OH,44143-0001,OH-11,8,236115,Unanswered,Unknown/NotStated,,57772,,,,,,Limited  Liability Company(LLC),194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Unanswered,Unanswered,,58165.17,01/07/2021
7308188508,03/05/2021,0549,PPS,RADIUS COMMUNICATION LLC,8555 Sweet Valley Dr Ste I,Valley View,OH,44125-4210,12/18/2021,Paid in Full,60,100,57772,57772,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,Y,Existing or more than 2 years old,Valley View,CUYAHOGA,OH,44125-4210,OH-07,3,541613,Unanswered,Unknown/NotStated,1,57771,,,,,,Limited  Liability Company(LLC),48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,58182.47,11/26/2021
4220037308,04/29/2020,0593,PPP,CHUFFERS DRIVE-THRU INC.,13305 SPENCERVILLE RD,SPENCERVILLE,OH,45887,08/17/2021,Paid in Full,24,100,57769,57769,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,SPENCERVILLE,ALLEN,OH,45887-0001,OH-04,13,445120,Unanswered,Unknown/NotStated,,57769,,,,,,Subchapter S Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,58473.46,07/15/2021
6955098300,01/27/2021,0593,PPS,CHUFFERS DRIVE-THRU INC.,13305 Spencerville Rd,Spencerville,OH,45887-9528,08/13/2022,Paid in Full,60,100,57769,57769,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,Spencerville,ALLEN,OH,45887-9528,OH-04,33,445120,Unanswered,Unknown/NotStated,1,57766,,,,,,Subchapter S Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,58608.26,07/06/2022
1592408305,01/19/2021,0593,PPS,"J.L. WANNEMACHER SALES & SERVICE, INC.",26992 US Route 224,Fort Jennings,OH,45844,11/03/2021,Paid in Full,60,100,57766.37,57766.37,0,,57571,The Fort Jennings State Bank,120 N Water St,FORT JENNINGS,OH,45844-9657,R,N,N,Existing or more than 2 years old,Fort Jennings,PUTNAM,OH,45844,OH-04,9,424910,Unanswered,Unknown/NotStated,,57766.37,,,,,,Corporation,57571,The Fort Jennings State Bank,FORT JENNINGS,OH,Male Owned,Non-Veteran,,58163.61,09/29/2021
7813188901,05/07/2021,0549,PPS,JLST INTERSTATE CORP,1051 N Ottokee St,Wauseon,OH,43567-1914,10/06/2022,Paid in Full,60,100,57765,57765,0,,57477,The State Bank and Trust Company,401 Clinton Street,DEFIANCE,OH,43512-0467,R,N,N,Existing or more than 2 years old,Wauseon,FULTON,OH,43567-1914,OH-09,6,484110,Unanswered,Unknown/NotStated,1,57761,,,,,,Subchapter S Corporation,57477,The State Bank and Trust Company,DEFIANCE,OH,Unanswered,Unanswered,,58552.85,09/26/2022
2006348608,03/13/2021,0549,PPS,LAURENT DINOPOULOS,30 N Main St,Poland,OH,44514-5601,08/21/2021,Paid in Full,60,100,57757,57757,0,,60275,First National Bank of Pennsylvania,166 Main St,GREENVILLE,PA,16125-2146,U,N,N,Existing or more than 2 years old,Poland,MAHONING,OH,44514-5601,OH-06,8,621210,White,Not Hispanic or Latino,1,57751,,,,,,Sole Proprietorship,60275,First National Bank of Pennsylvania,GREENVILLE,PA,Male Owned,Non-Veteran,,57959.15,07/23/2021
4426588507,02/25/2021,0549,PPS,BIG BROTHERS BIG SISTERS OF NEO DBA TORCHLIGHT YOUTH MENTORI,8 N State St Ste 360,Painesville,OH,44077-3994,08/27/2022,Paid in Full,60,100,57755,57755,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,Y,N,Existing or more than 2 years old,Painesville,LAKE,OH,44077-3994,OH-14,10,624110,Unanswered,Unknown/NotStated,,57754,,,,,,Non-Profit Organization,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,Y,58528.76,07/14/2022
1628078305,01/19/2021,0593,PPS,"BONTRAGER MECHANICAL, LLC",34 Klema Dr N,Reynoldsburg,OH,43068-9691,03/08/2022,Paid in Full,60,100,57752.32,57752.32,0,,57448,North Valley Bank,2775 Maysville Pike,ZANESVILLE,OH,43701-9772,R,N,N,Existing or more than 2 years old,Reynoldsburg,LICKING,OH,43068-9691,OH-12,4,236220,White,Not Hispanic or Latino,1,57748.32,,,,,,Limited  Liability Company(LLC),57448,North Valley Bank,ZANESVILLE,OH,Male Owned,Non-Veteran,,58348.81,02/14/2022
4270187305,04/29/2020,0593,PPP,CAL-PARK INC,128 N MAIN ST,UNION,OH,45322-3340,01/12/2021,Paid in Full,24,100,57750,57750,0,,78116,Greenville Federal,690 Wagner Ave,GREENVILLE,OH,45331-2649,U,N,N,Unanswered,UNION,MONTGOMERY,OH,45322-3340,OH-10,16,722511,Unanswered,Unknown/NotStated,,57750,,,,,,Partnership,78116,Greenville Federal,GREENVILLE,OH,Unanswered,Unanswered,,58109.33,12/16/2020
4599497103,04/13/2020,0593,PPP,"HOLMES SURGICAL ASSOCIATES, INC",4447 STATE ROUTE 159,CHILLICOTHE,OH,45601-8620,03/18/2021,Paid in Full,24,100,57750,57750,0,,57656,Kingston National Bank,2 N Main St,KINGSTON,OH,45644-9745,R,Y,Y,Existing or more than 2 years old,CHILLICOTHE,ROSS,OH,45601-8620,OH-02,4,621111,Unanswered,Unknown/NotStated,,57750,,,,,,Corporation,57656,Kingston National Bank,KINGSTON,OH,Unanswered,Unanswered,,58099.53,02/12/2021
6099368403,02/10/2021,0593,PPS,PIEROGI MOUNTAIN LLC,2216 Summit St,Columbus,OH,43201-1319,11/23/2021,Paid in Full,60,100,57750,57750,0,,223542,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111-5314,U,Y,N,Existing or more than 2 years old,Columbus,FRANKLIN,OH,43201-1319,OH-03,10,721199,Unanswered,Unknown/NotStated,,57750,,,,,,Limited  Liability Company(LLC),223542,Celtic Bank Corporation,SALT LAKE CITY,UT,Unanswered,Unanswered,,58142.38,10/19/2021
6727748401,02/10/2021,0549,PPS,BOB SFERRA CULINARY OCCASIONS LLC,4261 Mayfield Rd,South Euclid,OH,44121-3035,08/17/2021,Paid in Full,60,100,57750,57750,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,South Euclid,CUYAHOGA,OH,44121-3035,OH-11,8,722320,White,Not Hispanic or Latino,1,57747,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58012.64,07/28/2021
2146767306,04/29/2020,0549,PPP,GREAT LAKES BROOKSIDE LLC,9612 Meech Avenue,Cleveland,OH,44105,05/19/2021,Paid in Full,24,100,57747.5,57747.5,0,,113190,American Express National Bank,115 West Towne Ridge Parkway,Sandy,UT,84070,U,Y,Y,Existing or more than 2 years old,Cleveland,CUYAHOGA,OH,44105-0001,OH-11,12,423830,Unanswered,Unknown/NotStated,2887.38,54860.12,0,0,,0,0,Limited  Liability Company(LLC),113190,American Express National Bank,Sandy,UT,Unanswered,Unanswered,,58291.75,04/23/2021
